"Name","State","Notes","User","Tags","Created","Runtime","Sweep","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","seed","wandb","acc@1","acc@5","acc@N"
"PairedImageSets","finished","-","","","2026-03-28T17:43:24.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/73_medium.yaml","Handmade quilts on a bed","Factory-made blankets on a bed","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:42:59.000Z","17","","configs/sweep_visdiffbench_purity1.0_seed0/72_medium.yaml","Vintage cars on a road","Modern cars on a road","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:42:40.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/71_medium.yaml","Porcelain vases on a shelf","Metal vases on a shelf","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:42:18.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/70_medium.yaml","Stainless steel kettles in a store","Plastic kettles in a store","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:41:58.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/69_medium.yaml","Mushrooms in a forest","Ferns in a forest","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:41:34.000Z","19","","configs/sweep_visdiffbench_purity1.0_seed0/68_medium.yaml","Pearl necklaces on display","Gold necklaces on display","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:41:16.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/67_medium.yaml","People eating with chopsticks","People eating with forks","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:40:55.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/66_medium.yaml","Leather jackets on hangers","Denim jackets on hangers","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:40:29.000Z","21","","configs/sweep_visdiffbench_purity1.0_seed0/65_medium.yaml","Electric stoves in a kitchen","Gas stoves in a kitchen","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:40:12.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/64_medium.yaml","White roses in a vase","Pink roses in a vase","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:39:50.000Z","17","","configs/sweep_visdiffbench_purity1.0_seed0/63_medium.yaml","Children playing with toy cars","Children playing with toy trains","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:39:34.000Z","11","","configs/sweep_visdiffbench_purity1.0_seed0/62_medium.yaml","Digital clocks on a wall","Analog clocks on a wall","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:39:14.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/61_medium.yaml","Hardcover books on a table","Paperback books on a table","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:38:52.000Z","17","","configs/sweep_visdiffbench_purity1.0_seed0/60_medium.yaml","Laptop computers on a desk","Desktop computers on a desk","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:38:34.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/59_medium.yaml","People playing electric guitars","People playing acoustic guitars","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:38:17.000Z","12","","configs/sweep_visdiffbench_purity1.0_seed0/58_medium.yaml","Ceramic mugs on a shelf","Glass mugs on a shelf","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:37:59.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/57_medium.yaml","Mountain bikes on a trail","Road bikes on a road","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:37:39.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/56_medium.yaml","Steel bridges over a river","Wooden bridges over a river","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:37:22.000Z","12","","configs/sweep_visdiffbench_purity1.0_seed0/55_medium.yaml","Freshwater fish in an aquarium","Saltwater fish in an aquarium","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:37:02.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/54_medium.yaml","Leather shoes on display","Canvas shoes on display","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:36:41.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/53_medium.yaml","Green apples in a basket","Red apples in a basket","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:36:23.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/52_medium.yaml","Golden retriever dogs playing","Labrador dogs playing","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:36:06.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/51_medium.yaml","Wooden chairs in a room","Plastic chairs in a room","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:35:49.000Z","12","","configs/sweep_visdiffbench_purity1.0_seed0/50_medium.yaml","SUVs on a road","Sedans on a road","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:35:31.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/49_easy.yaml","Lanterns in a festival","Fireworks in a festival","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:35:12.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/48_easy.yaml","Oranges on a tree","Bird nests on a tree","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:34:54.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/47_easy.yaml","Bridges over a river","Boats on a river","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:34:36.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/46_easy.yaml","Zebra crossings on a street","Traffic lights on a street","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:34:18.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/45_easy.yaml","Chocolates in a box","Candies in a jar","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:33:59.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/44_easy.yaml","Mice in a barn","Horses in a barn","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:33:42.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/43_easy.yaml","Sandcastles on a beach","Umbrellas on a beach","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:33:18.000Z","20","","configs/sweep_visdiffbench_purity1.0_seed0/42_easy.yaml","People in an elevator","People on an escalator","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:33:00.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/41_easy.yaml","Tomatoes in a basket","Eggs in a basket","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:32:38.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/40_easy.yaml","Kangaroos in a desert","Camels in a desert","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:32:18.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/39_easy.yaml","Children on a slide","Children on a swing","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:31:59.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/38_easy.yaml","Tea in a cup","Coffee in a cup","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:31:39.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/37_easy.yaml","Deer in a forest","Rabbits in a forest","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:31:20.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/36_easy.yaml","Pillows on a bed","Blankets on a bed","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:31:01.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/35_easy.yaml","Football players on a field","Rugby players on a field","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:30:42.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/34_easy.yaml","Frogs by a pond","Ducks by a pond","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:30:21.000Z","17","","configs/sweep_visdiffbench_purity1.0_seed0/33_easy.yaml","Towers in a city","Houses in a suburb","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:30:03.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/32_easy.yaml","Rainbows in the sky","Lightning in the sky","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:29:44.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/31_easy.yaml","Dancers on a stage","Singers on a stage","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:29:29.000Z","11","","configs/sweep_visdiffbench_purity1.0_seed0/30_easy.yaml","Ice cream in a cone","Juice in a glass","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:29:11.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/29_easy.yaml","Men playing basketball","Women playing volleyball","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:28:51.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/28_easy.yaml","Pine trees in a forest","Oak trees in a forest","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:28:31.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/27_easy.yaml","Dolls on a shelf","Teddy bears on a shelf","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:28:13.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/26_easy.yaml","Sunflowers in a field","Wheat in a field","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:27:57.000Z","12","","configs/sweep_visdiffbench_purity1.0_seed0/25_easy.yaml","Stars in the night sky","Clouds in the day sky","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:27:37.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/24_easy.yaml","Pots on a stove","Plates on a table","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:27:20.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/23_easy.yaml","Trains on tracks","Buses on roads","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:27:02.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/22_easy.yaml","Pianos in a room","Guitars in a room","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:26:40.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/21_easy.yaml","Bricks on a wall","Tiles on a wall","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:26:23.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/20_easy.yaml","Pizzas in a box","Donuts in a box","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:26:04.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/19_easy.yaml","Watches on a display","Rings on a display","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:25:35.000Z","24","","configs/sweep_visdiffbench_purity1.0_seed0/18_easy.yaml","Lions in a jungle","Monkeys in a jungle","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:25:17.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/17_easy.yaml","Penguins in the snow","Seals in the snow","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:24:59.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/16_easy.yaml","Hot air balloons in the air","Kites in the air","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:24:42.000Z","12","","configs/sweep_visdiffbench_purity1.0_seed0/15_easy.yaml","Babies in cribs","Babies in strollers","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:24:24.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/14_easy.yaml","Cows grazing in a field","Sheep grazing in a field","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:24:08.000Z","12","","configs/sweep_visdiffbench_purity1.0_seed0/13_easy.yaml","Motorcycles on a street","Bicycles on a street","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:23:48.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/12_easy.yaml","Grapes in a bowl","Apples in a bowl","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:23:29.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/11_easy.yaml","Books on a shelf","Plants on a shelf","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:23:11.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/10_easy.yaml","Fish in an aquarium","Turtles in an aquarium","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:22:53.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/9_easy.yaml","People skiing on a slope","People snowboarding on a slope","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:22:30.000Z","18","","configs/sweep_visdiffbench_purity1.0_seed0/8_easy.yaml","Tulips in a garden","Roses in a garden","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:22:13.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/7_easy.yaml","Boats in a marina","Cars in a parking lot","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:21:55.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/6_easy.yaml","Birds flying in the sky","Airplanes flying in the sky","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:21:36.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/5_easy.yaml","Elephants in the savannah","Giraffes in the savannah","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:21:16.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/4_easy.yaml","People shopping in a mall","People dining in a restaurant","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:20:54.000Z","18","","configs/sweep_visdiffbench_purity1.0_seed0/3_easy.yaml","Butterflies on flowers","Bees on flowers","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:20:36.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/2_easy.yaml","Snow-covered mountains","Desert sand dunes","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:20:15.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/1_easy.yaml","Children playing soccer","Children swimming in a pool","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:19:43.000Z","27","","configs/sweep_visdiffbench_purity1.0_seed0/0_easy.yaml","Dogs playing in a park","Cats playing in a park","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
